,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,wine_type
13338,Prima Cuvée Brut N.V.,Italy,Franciacorta,Monte Rossa,3.8,2861,23.3,N.V.,espumoso
13339,Bosco di Gica Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Adami,3.8,2889,12.9,N.V.,espumoso
13340,Cristal Brut Champagne (Millésimé) 2007,France,Champagne,Louis Roederer,4.6,2949,223.23,2007,espumoso
13341,Corderie Prosecco Valdobbiadene Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Astoria,3.6,2955,10.3,N.V.,espumoso
13342,Cava Pinot Noir Rosé Brut N.V.,Spain,Cava,Juvé & Camps,3.7,2992,15.98,N.V.,espumoso
13343,Crede Valdobbiadene Prosecco Superiore Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Bisol,3.8,3011,19.43,N.V.,espumoso
13344,La Grande Année Brut Champagne 2007,France,Champagne,Bollinger,4.4,3047,119.0,2007,espumoso
13345,Giall'Oro Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,3.9,3084,10.89,N.V.,espumoso
13346,Valdobbiadene Prosecco Superiore Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Col Vetoraz,3.9,3088,12.5,N.V.,espumoso
13347,Bandarossa Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Bortolomiol,3.9,3121,14.9,N.V.,espumoso
13348,Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' N.V.,France,Champagne Grand Cru 'Avize',Agrapart & Fils,4.2,3170,57.0,N.V.,espumoso
13349,Blanc de Blancs Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru,Billecart-Salmon,4.3,3206,59.8,N.V.,espumoso
13350,Strada di Guia 109 Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Foss Marai,3.9,3281,13.72,N.V.,espumoso
13351,Blanc de Blancs Brut Champagne (Vintage) N.V.,France,Champagne,Louis Roederer,4.2,3338,69.95,N.V.,espumoso
13352,Brut N.V.,United States,Puget Sound,Domaine Ste. Michelle,3.6,3360,13.9,N.V.,espumoso
13353,Franciacorta Brut N.V.,Italy,Lombardia,Ferghettina,3.8,3417,29.35,N.V.,espumoso
13354,Brut Rosé N.V.,France,Beaune,Veuve du Vernay,3.7,3418,8.64,N.V.,espumoso
13355,Longitude Blanc de Blancs Champagne Premier Cru N.V.,France,Champagne Premier Cru,Larmandier-Bernier,4.1,3575,48.5,N.V.,espumoso
13356,Grand Cordon Brut Champagne N.V.,France,Champagne,G.H. Mumm,3.9,3582,36.0,N.V.,espumoso
13357,Asti Dolce N.V.,Italy,Asti,Fontanafredda,3.7,4127,16.5,N.V.,espumoso
13358,Prestige Collection Extra Dry Prosecco Treviso N.V.,Italy,Prosecco di Treviso,Mionetto,3.6,4135,10.89,N.V.,espumoso
13359,Brut Rosé (Rose Label) Champagne N.V.,France,Champagne,Lanson,3.9,4143,34.95,N.V.,espumoso
13360,Brut (Chardonnay - Pinot Noir) N.V.,South Africa,Robertson,Graham Beck,3.8,4214,16.9,N.V.,espumoso
13361,Brut Tradition Champagne Grand Cru 'Ambonnay' N.V.,France,Champagne Grand Cru 'Ambonnay',Egly-Ouriet,4.3,4301,73.0,N.V.,espumoso
13362,Cava Brut Reserva N.V.,Spain,Cava,Castillo Perelada,3.5,4329,12.5,N.V.,espumoso
13363,Blanc de Blancs Cuvée Cuis Brut Champagne 1er Cru N.V.,France,Champagne Premier Cru,Pierre Gimonnet & Fils,4.0,4381,29.9,N.V.,espumoso
13364,Comtes de Champagne Blanc de Blancs 2006,France,Champagne,Taittinger,4.5,4438,145.19,2006,espumoso
13365,Prélude Grands Crus Brut Champagne N.V.,France,Champagne,Taittinger,4.2,4540,57.15,N.V.,espumoso
13366,Grande Réserve Brut Champagne N.V.,France,Champagne,Alexandre Bonnet,3.8,4551,32.95,N.V.,espumoso
13367,Cava Brut Reserva N.V.,Spain,Cava,Segura Viudas,3.6,4627,9.25,N.V.,espumoso
13368,Gold N.V.,Italy,Veneto,Bottega,3.7,4683,20.5,N.V.,espumoso
13369,Blanc de Blancs Brut N.V.,Spain,Cava,Anna de Codorniu,3.6,4688,11.99,N.V.,espumoso
13370,Alma Cuvée Brut N.V.,Italy,Franciacorta,Bellavista,3.9,4736,27.9,N.V.,espumoso
13371,La Cuvée Brut Champagne N.V.,France,Champagne,Laurent-Perrier,4.0,4740,37.4,N.V.,espumoso
13372,Prosecco N.V.,Italy,Prosecco,Albino Armani,3.8,4800,11.95,N.V.,espumoso
13373,Rosé Sauvage Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.8,4846,45.49,N.V.,espumoso
13374,Prestige Rosé Brut Champagne N.V.,France,Champagne,Taittinger,4.1,4847,48.64,N.V.,espumoso
13375,Prosecco Cuvée 1821 N.V.,Italy,Prosecco,Zonin,3.7,4948,8.59,N.V.,espumoso
13376,Brut Champagne (Cuvée Royale) N.V.,France,Champagne,Joseph Perrier,3.8,4982,35.0,N.V.,espumoso
13377,Demi-Sec Champagne N.V.,France,Champagne,Veuve Clicquot,4.3,5006,51.49,N.V.,espumoso
13378,Cava Brut Selección N.V.,Spain,Cava,Villa Conchi,3.7,5059,8.99,N.V.,espumoso
13379,Petalo Moscato Il Vino Dell'Amore N.V.,Italy,Veneto,Bottega,3.9,5095,12.79,N.V.,espumoso
13380,Prosecco Il Fresco Spumante N.V.,Italy,Prosecco di Treviso,Villa Sandi,3.6,5148,9.36,N.V.,espumoso
13381,Rosé Brut Champagne N.V.,France,Champagne,Deutz,4.1,5236,47.9,N.V.,espumoso
13382,Trocken Dry-Sec N.V.,Germany,German Wine,Henkell,3.3,5677,7.89,N.V.,espumoso
13383,Pinot Noir Brut Nature Champagne N.V.,France,Champagne,Drappier,4.1,5708,32.99,N.V.,espumoso
13384,Rustico Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Nino Franco,3.8,5865,12.5,N.V.,espumoso
13385,Maximum Brut N.V.,Italy,Trento,Ferrari,3.8,5937,19.7,N.V.,espumoso
13386,Méthode Cap Classique Pinot Noir - Chardonnay Brut N.V.,South Africa,Western Cape,Pongrácz,3.7,6078,13.9,N.V.,espumoso
13387,Grand Siècle Champagne (Grande Cuvée) N.V.,France,Champagne,Laurent-Perrier,4.5,6095,149.9,N.V.,espumoso
13388,Brut Champagne N.V.,France,Champagne,Barons de Rothschild (Lafite),4.1,6170,44.29,N.V.,espumoso
13389,Aimery Crémant de Limoux Grande Cuvée 1531 N.V.,France,Crémant de Limoux,Sieur d'Arques,3.8,6245,10.85,N.V.,espumoso
13390,Prosecco N.V.,Italy,Prosecco,Zonin,3.5,6293,5.75,N.V.,espumoso
13391,Première Cuvée Brut Champagne N.V.,France,Champagne,Bruno Paillard,4.1,6392,39.95,N.V.,espumoso
13392,Blue Top Brut Champagne N.V.,France,Champagne,Heidsieck & Co. Monopole,3.7,6481,29.79,N.V.,espumoso
13393,Brut Champagne N.V.,France,Champagne,Montaudon,3.9,6569,19.99,N.V.,espumoso
13394,Mosaïque Brut Champagne N.V.,France,Champagne,Jacquart,3.8,6753,26.99,N.V.,espumoso
13395,Valdobbiadene Prosecco Superiore N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Santa Margherita,3.7,6835,11.29,N.V.,espumoso
13396,Cuvée 18 Prosecco Frizzante (Spago Nero) N.V.,Italy,Prosecco,Riondo,3.9,6873,6.5,N.V.,espumoso
13397,Prestige Collection Brut Prosecco Treviso N.V.,Italy,Prosecco di Treviso,Mionetto,3.6,7378,10.69,N.V.,espumoso
13398,Grande Réserve Brut Champagne N.V.,France,Champagne,Gosset,4.1,7496,32.5,N.V.,espumoso
13399,Blason Rosé Brut Champagne N.V.,France,Champagne,Perrier-Jouët,4.2,7569,55.0,N.V.,espumoso
13400,Carte d'Or Brut Champagne N.V.,France,Champagne,Drappier,3.9,7787,29.79,N.V.,espumoso
13401,Alma Gran Cuvée Brut N.V.,Italy,Franciacorta,Bellavista,3.9,7950,25.25,N.V.,espumoso
13402,Rosé Brut Champagne N.V.,France,Champagne,Bollinger,4.2,8025,69.5,N.V.,espumoso
13403,Brut Champagne 2008,France,Champagne,Dom Pérignon,4.6,8349,170.59,2008,espumoso
13404,Valdobbiadene Prosecco Superiore Millesimato Brut N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Ca'Val,3.5,8371,13.95,N.V.,espumoso
13405,Prosecco Superiore Conegliano Valdobbiadene Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Carpenè Malvolti,3.7,8439,12.29,N.V.,espumoso
13406,Prosecco N.V.,Italy,Prosecco,Ruffino,3.7,8695,16.54,N.V.,espumoso
13407,Rosé Brut Champagne (Vintage) N.V.,France,Champagne,Louis Roederer,4.2,8770,63.95,N.V.,espumoso
13408,Cava Reserva Heredad Brut N.V.,Spain,Cava,Segura Viudas,3.9,10697,32.19,N.V.,espumoso
13409,Ice Impérial (Demi-Sec) Champagne N.V.,France,Champagne,Moët & Chandon,4.2,10963,57.0,N.V.,espumoso
13410,Brut Rosé Champagne N.V.,France,Champagne,Ruinart,4.3,11756,63.28,N.V.,espumoso
13411,Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.9,11839,37.82,N.V.,espumoso
13412,Belle Epoque Brut Champagne N.V.,France,Champagne,Perrier-Jouët,4.5,12146,152.39,N.V.,espumoso
13413,Brut Réserve Champagne N.V.,France,Champagne,Charles Heidsieck,4.1,12493,51.49,N.V.,espumoso
13414,Prosecco Valdobbiadene Superiore Marca Oro N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Valdo,3.7,12610,7.95,N.V.,espumoso
13415,Black Label Champagne Brut N.V.,France,Champagne,Lanson,3.8,13652,33.5,N.V.,espumoso
13416,Brut Rosé Champagne N.V.,France,Champagne,Billecart-Salmon,4.4,13969,59.0,N.V.,espumoso
13417,Brut Rosé Champagne N.V.,France,Champagne,Veuve Clicquot,4.3,14193,53.9,N.V.,espumoso
13418,Brut (R de Ruinart) Champagne N.V.,France,Champagne,Ruinart,4.2,14475,47.44,N.V.,espumoso
13419,Trento Brut N.V.,Italy,Trento,Ferrari,3.7,15719,19.45,N.V.,espumoso
13420,Grande Cuvée Brut Champagne N.V.,France,Champagne,Krug,4.6,16160,189.0,N.V.,espumoso
13421,Classic Brut Champagne N.V.,France,Champagne,Deutz,4.0,16690,39.5,N.V.,espumoso
13422,Brut Réserve Champagne N.V.,France,Champagne,Billecart-Salmon,4.2,17403,38.41,N.V.,espumoso
13423,Royal Brut Champagne N.V.,France,Champagne,Pommery,3.9,17671,37.89,N.V.,espumoso
13424,Franciacorta Cuvée Prestige N.V.,Italy,Franciacorta,Ca' del Bosco,4.1,19311,26.09,N.V.,espumoso
13425,Réserve Brut Champagne N.V.,France,Champagne,Pol Roger,4.2,20136,38.5,N.V.,espumoso
13426,Blanc de Blancs Brut Champagne N.V.,France,Champagne,Ruinart,4.4,21106,63.28,N.V.,espumoso
13427,(Cordon Rouge) Brut Champagne N.V.,France,Champagne,G.H. Mumm,3.9,21726,37.69,N.V.,espumoso
13428,Impérial Rosé Brut Champagne N.V.,France,Champagne,Moët & Chandon,4.1,22557,48.66,N.V.,espumoso
13429,Brut Cuvée Champagne Rosé N.V.,France,Champagne,Laurent-Perrier,4.3,23316,69.0,N.V.,espumoso
13430,Grand Brut Champagne N.V.,France,Champagne Grand Cru,Perrier-Jouët,4.1,26726,43.69,N.V.,espumoso
13431,Brut (Réserve) Champagne N.V.,France,Champagne,Taittinger,4.1,30090,35.9,N.V.,espumoso
13432,Special Cuvée Brut Aÿ Champagne N.V.,France,Champagne,Bollinger,4.2,37765,46.0,N.V.,espumoso
13433,Brut Premier Champagne N.V.,France,Champagne Premier Cru,Louis Roederer,4.2,40004,36.48,N.V.,espumoso
13434,Impérial Brut Champagne N.V.,France,Champagne,Moët & Chandon,4.1,76037,40.61,N.V.,espumoso
13435,Brut (Carte Jaune) Champagne N.V.,France,Champagne,Veuve Clicquot,4.2,86839,43.6,N.V.,espumoso
13436,Brut Champagne N.V.,France,Champagne,Dom Pérignon,4.6,94287,170.0,N.V.,espumoso
13437,Mad Méditerranée Rosé 2019,France,Méditerranée,Château Camparnaud,4.0,25,10.11,2019,rosado
13438,Redoma Rosé 2019,Portugal,Douro,Niepoort,3.9,25,12.81,2019,rosado
13439,Fantini Cerasuolo d'Abruzzo 2019,Italy,Abruzzo,Farnese,3.6,25,5.6,2019,rosado
13440,Mount Hermon Rosé 2017,Israel,Galilee,Hermon,3.4,25,12.14,2017,rosado
13441,La Villa Rosé 2018,France,Languedoc,Château La Sauvageonne,4.6,25,68.95,2018,rosado
13442,La Rosé de Manincor 2019,Italy,Vigneti delle Dolomiti,Manincor,4.1,25,17.5,2019,rosado
13443,Mea Rosa 2019,Italy,Liguria,Lvnae,3.9,25,11.45,2019,rosado
13444,Amethystos Rosé 2013,Greece,Drama,Costa Lazaridi,3.8,25,9.7,2013,rosado
13445,Cinsault 2019,France,Pays d'Oc,Les Jamelles,3.6,26,5.56,2019,rosado
13446,Rosé 2019,South Africa,Paarl,Backsberg,3.5,26,6.45,2019,rosado
13447,Rosa 2019,Austria,Burgenland,Umathum,3.9,26,9.91,2019,rosado
13448,Primer Rosé 2018,Spain,Rioja,Marqués de Murrieta,3.9,26,25.15,2018,rosado
13449,Réserve Côtes du Rhône Rosé 2018,France,Côtes-du-Rhône,Famille Perrin,3.6,26,8.9,2018,rosado
13450,Rosé 2016,France,Pays d'Oc,Mas Janeil,3.6,26,3.7,2016,rosado
13451,Rosé 2019,France,South West France,Mimbeau,3.7,26,7.45,2019,rosado
13452,Rosé 2018,Portugal,Douro Superior,CARM,3.7,26,9.55,2018,rosado
13453,Roseri Valtenesi Chiaretto Rosato 2019,Italy,Lombardia,Cà Maiol,3.9,26,9.3,2019,rosado
13454,Rosado 2019,Spain,Rioja,Marqués de Riscal,3.7,27,6.85,2019,rosado
13455,Altozano Tempranillo - Syrah Rosé 2018,Spain,Castilla,Finca Constancia,3.5,27,5.75,2018,rosado
13456,Rosado 2018,Spain,Rioja,Campo Viejo,3.7,27,5.99,2018,rosado
13457,Rosé 2017,Portugal,Douro,Cascas,3.6,27,6.24,2017,rosado
13458,Côté Rosé 2019,France,Languedoc-Roussillon,Domaine Lafage,3.8,27,6.81,2019,rosado
13459,La Vie Rosé 2019,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.8,27,13.69,2019,rosado
13460,il Fenicottero Toscana 2018,Italy,Toscana,Monte Guelfo,3.4,27,6.42,2018,rosado
13461,Moulin des Costes Bandol Rosé 2019,France,Bandol,Domaines Bunan,3.9,27,18.9,2019,rosado
13462,Perlita Rosado 2018,Argentina,Uco Valley,DiamAndes,4.0,27,9.99,2018,rosado
13463,Friponne Rosé 2019,France,Maures,Saint Roux,3.5,27,9.07,2019,rosado
13464,Castel Firmian Lagrein Rosato Trentino 2018,Italy,Trentino,Mezzacorona,3.3,28,6.05,2018,rosado
13465,Rosé 2019,France,Vin de France,Les 5 Vallees,3.7,28,7.31,2019,rosado
13466,Tellus Rosé di Syrah 2018,Italy,Lazio,Falesco,3.4,28,11.13,2018,rosado
13467,Rosé 2018,South Africa,Cape Town,Cape Town Wine Co,3.1,28,7.5,2018,rosado
13468,Coteaux Varois en Provence Rosé 2019,France,Coteaux Varois en Provence,Château Routas,3.9,28,12.9,2019,rosado
13469,Pinot Grigio Veneto Rosé 2019,Italy,Veneto,Torresella,3.8,28,6.77,2019,rosado
13470,The Pavillion Rosé 2019,South Africa,Paarl,Boschendal,3.4,28,6.3,2019,rosado
13471,Danie de Wet Rosé 2019,South Africa,Robertson,De Wetshof,4.0,28,6.5,2019,rosado
13472,Tempranillo Rosé 2018,Spain,La Mancha,Añoranza,3.4,28,3.95,2018,rosado
13473,Purple Rosé 2019,Italy,Toscana,Castello di Ama,4.1,28,21.82,2019,rosado
13474,Rosato 2019,Italy,Puglia,Epicuro,3.6,28,5.5,2019,rosado
13475,Basilicata Pipoli Rosato 2018,Italy,Basilicata,Vigneti del Vulture,3.5,29,5.77,2018,rosado
13476,Rosado 2018,Spain,Rioja,Hacienda López de Haro,3.4,29,6.95,2018,rosado
13477,Valley Oaks White Zinfandel 2017,United States,California,Fetzer,4.0,29,9.65,2017,rosado
13478,Rosado 2019,Spain,Rioja,Hacienda López de Haro,3.4,29,6.94,2019,rosado
13479,Rosato di Toscana Sbrancato 2018,Italy,Toscana,Tenuta Il Poggione,3.4,29,7.7,2018,rosado
13480,Five Roses Salento 2018,Italy,Salento,Leone de Castris,3.7,29,7.77,2018,rosado
13481,Clair de Rose 2019,France,Pays d'Oc,Les Jamelles,3.3,29,5.56,2019,rosado
13482,Chiaretto Garda Classico 2019,Italy,Garda,Bulgarini,4.0,30,7.36,2019,rosado
13483,Blanc de Noir Rosé 2016,South Africa,Paarl,Niel Joubert,3.7,30,5.23,2016,rosado
13484,Merlot Rosé 2019,Argentina,San Rafael,Goyenechea,3.2,30,6.29,2019,rosado
13485,Clos Beylesse Côtes de Provence Rosé 2019,France,Côtes de Provence,Domaine de l'Abbaye,4.5,30,19.9,2019,rosado
13486,Tinta (Barocca) Rosé 2019,South Africa,Swartland,Allesverloren,3.6,30,7.95,2019,rosado
